	labels	sentence	index
11117	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In total activating c-KIT mutations were found in 53% of ovarian dysgerminomas without DSD .	22937135_s7
11119	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	No PDGFRA mutations were found .	22937135_s9
11121	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This data supports the existence of two distinct but parallel pathways in the development of dysgerminoma , in which mutational status of c-KIT might parallel the presence of TSPY .	22937135_s11
11123	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although certain intermediates of glycolytic and oxidative metabolic pathways have been known to affect angiogenesis , the effect of citrate , which accumulates in certain tumors , on angiogenesis is not known .	23161184_s1
11124	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , the effect of citrate on angiogenesis was studied using different model systems .	23161184_s2
11125	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Increased vascularization in chorioallantoic membrane assay , increased endothelial sprouting in rat aortic rings , and increased expression of CD31 , E-selectin in endothelial cells suggested a possible proangiogenic effect of citrate .	23161184_s3
11126	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Upregulation of angiogenic factors such as vascular endothelial growth factor and fibroblast growth factor suggested that the effect of citrate involves modulation of expression of angiogenic growth factors .	23161184_s4
11128	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Citrate induced significant upregulation and activation of Akt in endothelial cells .	23161184_s6
11130	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have examined the effect of FK506 on the Adriamycin sensitivity of the multidrug resistant human chronic myelocytic leukemia cell line ( K562/ADM ) .	1284834_s0
11131	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In K562/ADM cells , 1.0 microgram/ml FK506 reversed the resistance of Adriamycin , and increased the IC50 value for Adriamycin up to 17 fold .	1284834_s1
11132	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , IC50 value for the parent cells ( K562 ) increased only 1.5 fold .	1284834_s2
11133	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	By cell cycle analysis , the accumulation in late S-G2M phase was confirmed on K562/ADM cells , treated with 1.0 microgram/ml FK506 and low-dose of Adriamycin .	1284834_s3
11134	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cyclosporin A ( CsA ) could also restored the Adriamycin sensitivity in the K562/ADM cells , as previously reported. 1.0 microgram/ml FK506 as well as CsA significantly increased radioactive Adriamycin accumulation in K562/ADM cells and blocked [ 3H]azidopien photoaffinity labeling of P-glycoprotein .	1284834_s4
11135	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggest that 1.0 microgram/ml FK506 could reverse the Adriamycin resistance in a MDR human leukemia cells through the interaction with P-glycoprotein .	1284834_s5
11136	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Metabolic reprogramming in cancer is manifested by persistent aerobic glycolysis and suppression of mitochondrial function and is known as the Warburg effect .	24100035_s0
11137	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The Warburg effect contributes to cancer progression and is considered to be a promising therapeutic target .	24100035_s1
11138	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Understanding the mechanisms used by cancer cells to suppress their mitochondria may lead to development of new approaches to reverse metabolic reprogramming .	24100035_s2
11139	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have evaluated mitochondrial function and morphology in poorly respiring LM7 and 143B osteosarcoma ( OS ) cell lines showing the Warburg effect in comparison with actively respiring Saos2 and HOS OS cells and noncancerous osteoblastic hFOB cells .	24100035_s3
11140	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In LM7 and 143B cells , we detected markers of the mitochondrial permeability transition ( MPT ) , such as mitochondrial swelling , depolarization , and membrane permeabilization .	24100035_s4
11141	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , we detected mitochondrial swelling in human OS xenografts in mice and archival human OS specimens using electron microscopy .	24100035_s5
11142	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The MPT inhibitor sanglifehrin A reversed MPT markers and increased respiration in LM7 and 143B cells .	24100035_s6
11143	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our data suggest that the MPT may play a role in suppression of mitochondrial function , contributing to the Warburg effect in cancer .	24100035_s7
11144	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE Monoclonal anti-CD33 antibodies conjugated with toxic calicheamicin derivative ( gemtuzumab ozogamicin , GO ) are a novel therapy option for acute myeloid leukaemia ( AML ) .	20107790_s0
11146	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Alpha particle-emitting radionuclides overwhelm such anti-apoptotic mechanisms by producing numerous DNA double-stranded breaks ( DSBs ) accompanied by decreased DNA repair .	20107790_s2
11148	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We also measured caspase-3/7 activity , DNA fragmentation and necrosis in HL-60 cells after treatment with the different antibodies or with free ( 211)At .	20107790_s4
11149	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The mean labelling ratio of ( 211)At-labelled antibodies was 1:1,090 +/- 364 ( range : 1:738-1:1,722 ) in comparison to 2-3:1 for GO .	20107790_s5
11150	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumour cell binding of ( 211)At-anti-CD33 was high in the presence of abundant CD33 expression and could be specifically blocked by unlabelled anti-CD33 .	20107790_s6
11151	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	( 211)At-anti-CD33 decreased survival significantly more than did GO at comparable dilution ( 1:1,000 ) .	20107790_s7
11152	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	No significant differences in induction of apoptosis or necrosis or DNA DSB or in decreased survival were observed after ( 211)At-anti-CD33 ( 1:1,090 ) versus GO ( 1:1 ) treatment .	20107790_s8
11153	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION Our results suggest that ( 211)At is a promising , highly cytotoxic radioimmunotherapy in CD33-positive leukaemia and kills tumour cells more efficiently than does calicheamicin-conjugated antibody .	20107790_s9
11154	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Labelling techniques leading to higher chemical yield and specific activities must be developed to increase ( 211)At-anti-CD33 therapeutic effects .	20107790_s10
11155	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The transcription factor NF-kappaB is constitutively active in pancreatic adenocarcinoma .	20350779_s0
11156	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we explore the contribution of NF-kappaB to the malignant phenotype of pancreatic cancer cells in addition to its anti-apoptotic role .	20350779_s1
11157	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Block of NF-kappaB signalling by non-destructible IkappaBalpha rendered cells resistant to TGF-beta-induced epithelial-mesenchymal transition ( EMT ) .	20350779_s2
11158	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , NF-kappaB activation by TNF-alpha or expression of constitutively active IKK2 induced an EMT-phenotype with up-regulation of vimentin and ZEB1 , and down-regulation of E-cadherin .	20350779_s3
11159	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	EMT could also be induced in cells with defective TGF-beta signalling .	20350779_s4
11161	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As a member of peroxiredoxin ( Prx ) family , PrxIII is predominantly located in mitochondria and plays an important role as a scavenger of reactive oxygen species ( ROS ) .	23772374_s0
11163	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cervical cancer cells were cultured from tissues derived from cervical cancer patients .	23772374_s2
11164	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	After successful knockdown of PrxIII expression by small interfering RNA , we evaluated ROS level , viable cell number , and apoptosis of cervical cancer cells along with the culture time .	23772374_s3
11165	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	The production of ROS was increased in cervical cancer cells as compared with normal cervical epithelia .	23772374_s4
11166	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Knockdown of PrxIII expression induced up-regulation of other Prx members including PrxI , PrxII , and PrxV .	23772374_s5
11167	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	ROS level was higher in down-regulated cervical cancer cells than in controls and the difference was increasing with culture time .	23772374_s6
11169	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]	Our results suggest that PrxIII is an indispensable ROS scavenger , which protects tumor cells against oxidative damage and subsequent apoptosis .	23772374_s8
11170	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Elevated insulin-like growth factor binding protein-related protein 1 ( IGFBP-rP1 ) mRNA in senescent human mammary epithelial cells suggested that the IGFBP-3 gene product may inhibit cell proliferation .	12065244_s0
11171	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To test this hypothesis , we used a retroviral vector to express IGFBP-rP1 cDNA in the IGFBP-rP1-deficient MCF-7 breast cancer cell line .	12065244_s1
11172	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Compared with control vector-transduced cells , cumulative cell numbers for IGFBP-rP1-transduced polyclonal or clonal cell cultures were reduced by 39 and 74% , respectively , after 1 week .	12065244_s2
11173	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Medium conditioned by IGFBP-rP1-producing cultures reduced cumulative cell numbers in parental MCF-7 cultures by 20% compared with medium from cultures of a control vector-transduced cell line .	12065244_s3
11174	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Nuclear fragmentation analysis and cell proliferation assays completed in the presence of the pan-caspase inhibitor benzyloxycarbonyl-Val-Ala-Asp(OMe)-fluoromethylketone excluded apoptosis as the responsible mechanism .	12065244_s4
11175	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The percentage of cells containing senescence-associated beta-galactosidase activity was doubled compared with control cell cultures .	12065244_s5
11177	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	These findings indicate that IGFBP-rP1 is an inhibitor of MCF-7 breast cancer cell proliferation and may act via a cellular senescence-like mechanism .	12065244_s7
11179	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	TCDD inhibits immunoglobulin secretion and decreases resistance to bacterial , viral , and parasitic infections in exposed animals .	12460794_s1
11180	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nearly 20 years after the Seveso , Italy , accident , we measured immunoglobulin and complement plasma levels in a random sample of the population in the most highly exposed zones ( n = 62 ) and in the surrounding noncontaminated area ( n = 58 ) .	12460794_s2
11181	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Plasma IgG levels decreased with increasing TCDD plasma concentration ( r = -0.35 , p = 0.0002 ) .	12460794_s3
11182	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Median IgG concentration decreased from 1,526 mg/dL in the group with the lowest ( < 3.5 ppt ) TCDD levels to 1,163 mg/dL in the group with the highest ( 20.1-89.9 ppt ) TCDD levels ( p = 0.002 ) .	12460794_s4
11183	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The association was significant ( p = 0.0004 ) after adjusting for age , sex , smoking , and consumption of domestic livestock and poultry in multiple regression analysis and persisted after exclusion of subjects with inflammatory diseases and those using antibiotics or nonsteroidal anti-inflammatory drugs .	12460794_s5
11186	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The literature indicates that the evidence for effects of TCDD on humoral immunity is sparse .	12460794_s8
11188	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The possible long-term immunologic effects of TCDD exhibited by the participants of the present study , coupled with the increased incidence of lymphatic tumors in the area of the accident , warrant further investigation .	12460794_s10
11190	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Starting with mammalian genomic DNA , single-stranded products were made by repeated primer extension , these products were ligated to a double-stranded linker having a randomized 3 ' overhang , and used for PCR .	12500660_s1
11191	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DNA breaks in p53 gene produced by restriction endonuclease AfaI were detected by using this new method followed by Southern hybridization with DIG-labeled probe .	12500660_s2
11192	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS This randomized terminal linker-dependent PCR ( RDPCR ) method could generate band signals many-fold stronger than conventional ligation-mediated PCR ( LMPCR ) , and it was more rapid , convenient and accurate than the terminal transferase-dependent PCR ( TDPCR ) .	12500660_s3
11193	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION DNA strand breakage can be detected sensitively in the gene level by RDPCR .	12500660_s4
11194	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Any lesion that blocks primer extension should be detectable .	12500660_s5
11195	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Inactivation of p53 is involved in arsenite-induced tumorigenesis ; however , the molecular mechanisms remain poorly understood .	20199942_s0
11197	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Anchorage-independent growth assays were performed , and tumorigenicity in intact animals was assessed to confirm arsenite-induced neoplastic transformation .	20199942_s2
11198	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We determined the levels and functions of p53 , nuclear factor-kappa B ( NF-B ; a key transcriptional regulator ) , and mot-2 ( a p53 inhibitor ) and their relationships in arsenite-induced transformed HELF cells by two-dimensional electrophoresis , reverse-transcriptase polymerase chain reaction , Western blot , immunofluorescence , and co-immunoprecipitation assays .	20199942_s3
11199	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Exposure of HELF cells to low levels of arsenite increased their proliferation rate and anchorage-independent growth and disrupted normal contact inhibition .	20199942_s4
11201	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We used proteomic analysis to identify proteins with altered expression between untreated and arsenite-exposed cells .	20199942_s6
11202	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We found decreased expression of NF-B repressing factor ( NKRF ; an inhibitor of NF-B-mediated gene transcription ) , increased expression of mot-2 , and increased activation of NF-B .	20199942_s7
11203	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Changes in cells exposed to 1.0 microM arsenite were more marked than changes in cells exposed to 0.5 or 2.0 microM arsenite .	20199942_s8
11205	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , we also identified a mechanism whereby NF-B regulated p53 .	20199942_s10
11206	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Specifically , activation of NF-B up-regulated mot-2 expression , which prevented nuclear translocation of p53 and switched the binding preference of the p53 and NF-B coactivator CBP [ cyclic AMP-responsive element binding protein ( CREB ) binding protein ] from p53 to NF-B .	20199942_s11
11207	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS mot-2-mediated cross talk between NF-B and p53 appears to be involved in arsenite-induced tumorigenesis of HELF cells .	20199942_s12
11208	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Pegylated Interferon-α2b ( pIFN-α ) is an integral part of the drug regimen currently employed against melanoma .	21197417_s0
11209	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interferon Regulatory Factor-1 ( IRF-1 ) plays an important role in the transcriptional regulation of the IFN response , cell cycle and apoptosis .	21197417_s1
11210	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have studied pIFN-α induced responses when combined with the chemotherapy agent , vinblastine in tumor and endothelial cell lines and the connection to IRF-1 signaling .	21197417_s2
11213	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	An increase in p21 and cyclin D1 expression occurred in EA.hy926 cells after 6 h of treatment with pIFN-α which dissipated by 24 h .	21197417_s5
11215	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Exposure of the EA.hy926 cells to pIFN-α was associated with an enlarged , multinucleated , β-galactosidase-positive senescent phenotype .	21197417_s7
11216	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	The overall therapeutic mechanism of IFN-α combined with chemotherapy may be due to both direct tumor cell death via IRF-1 signaling and by premature senescence of endothelial cells and subsequent effects on angiogenesis in the tumor microenvironment .	21197417_s8
11217	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have evaluated DNA damage ( DNA adduct formation ) after feeding benzo[a]pyrene ( BP ) to wild-type ( WT ) and cancer-susceptible Xpa(-/-)p53(+/-) mice deficient in nucleotide excision repair and haploinsufficient for the tumor suppressor p53 .	22828138_s0
11218	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DNA damage was evaluated by high-performance liquid chromatography/electrospray ionization tandem mass spectrometry ( HPLC/ES-MS/MS ) , which measures r7,t8,t9-trihydroxy-c-10-(N ( 2)-deoxyguanosyl)-7,8,9,10-tetrahydrobenzo[a]pyrene ( BPdG ) , and a chemiluminescence immunoassay ( CIA ) , using anti-r7,t8-dihydroxy-t-9,10-epoxy-7,8,9,10-tetrahydrobenzo[a]pyrene ( BPDE)-DNA antiserum , which measures both BPdG and the other stable BP-DNA adducts .	22828138_s1
