	labels	sentence	index
27	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Amifostine was administered intraperitoneally at doses of 50 , 100 , or 200 mg/kg every other day for 6 days to C3Hf/Kam mice until tumors reached an average size of 8 mm in diameter .	12577239_s1
28	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Amifostine was again administered immediately following surgical removal of the tumor-bearing limbs by amputation , and then once more 2 days later .	12577239_s2
29	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nontumor-bearing control animals were treated using the same dosing and surgery schedules .	12577239_s3
31	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A significant reduction ( P <.05 ) in the average number of pulmonary metastases was observed only in the group of animals exposed to a dose per fraction of 50 mg/kg .	12577239_s5
32	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A dose of 100 mg/kg was less effective while 200 mg/kg had no effect on metastases formation in this study .	12577239_s6
35	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This phenomenon occurred in both tumor-bearing as well as nontumor-bearing animals .	12577239_s9
36	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , a dose of 200-mg/kg amifostine administered intraperitoneally under these conditions had no measurable effect on angiostatin serum levels in this animal system .	12577239_s10
37	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The enhanced ability of relatively low doses of amifostine to inhibit spontaneous metastases formation suggests that effective antimetastatic therapies with amifostine can be designed with minimal toxic side effects .	12577239_s11
38	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	While the dose responses for angiostatin production and metastases inhibition by amifostine are well correlated , the precise mechanism of action underlying these phenomena is unclear but is suggestive of a redox driven process(es) .	12577239_s12
39	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Many different cellular pathways have evolved to protect the genome from the deleterious effects of DNA damage that result from exposure to chemical and physical agents .	12509290_s0
41	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Lesions subject to this type of repair include cyclobutane pyrimidine dimers that are normally repaired by nucleotide excision repair ( NER ) and thymine glycols ( TGs ) that are removed primarily by base excision repair ( BER ) .	12509290_s2
42	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	While the mechanism underlying TCR is not completely clear , it is known that its facilitation requires proteins used by other repair pathways like NER .	12509290_s3
43	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is also believed that the signal for TCR is the stalled RNA polymerase that results when DNA damage prevents its translocation during transcription elongation .	12509290_s4
45	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To explore this further , we studied the removal of 7-methylguanine ( 7MeG ) and 3-methyladenine ( 3MeA ) from the dihydrofolate reductase ( dhfr ) gene of murine cell lines that vary in their repair phenotypes. 7MeG and 3MeA constitute the two principal N-methylpurines formed in DNA following exposure to methylating agents .	12509290_s6
48	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The repair of 3MeA and 7MeG was examined in cells lacking Aag , NER , or both Aag and NER to determine if rapid overall repair masks TCR .	12509290_s9
51	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Strikingly , in the absence of both BER and NER , neither 7MeG nor 3MeA is repaired .	12509290_s12
52	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	These results demonstrate that NER , but not TCR , contributes to the repair of 7MeG , and to a lesser extent 3MeA .	12509290_s13
53	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Breast cancer metastasis is the most common cause of cancer-related death in women .	22901140_s0
54	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , seeking targets of breast tumor cells is an attractive goal towards improving clinical treatment .	22901140_s1
55	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The present study showed that CCL18 from tumor-associated macrophages could promote breast cancer metastasis via PITPNM3 .	22901140_s2
56	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , we found that pachymic acid ( PA ) could dose-dependently inhibit migration and invasion of MDA-MB-231 cells , with or without rCCL18 stimulation .	22901140_s3
57	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , evidence was obtained that PA could suppress the phosphorylation of PITPNM3 and the combination of CCL18 and PITPNM3 .	22901140_s4
58	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , we speculate that PA could inhibit breast cancer metastasis via PITPNM3 .	22901140_s5
60	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Many evidences show that a subset of ribosomal proteins are involved in the regulation of the cell cycle and apoptosis through modulation of p53 activity .	23255119_s1
61	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , p53-independent mechanisms of cell cycle arrest in response to alterations of ribosomal proteins availability have been described .	23255119_s2
62	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we identify human rpL3 as a new regulator of cell cycle and apoptosis through positive regulation of p21 expression in a p53-independent system .	23255119_s3
64	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Furthermore , in our experimental system , p21 overexpression leads to a dual outcome , activating the G\u2081/S arrest of the cell cycle or the apoptotic pathway through mitochondria , depending on its intracellular levels .	23255119_s5
66	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Taken together , our findings unravel a novel extraribosomal function of rpL3 and reinforce the proapoptotic role of p21 in addition to its widely reported ability as an inhibitor of cell proliferation .	23255119_s7
67	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mutations in the gene encoding cytosolic Cu,Zn-superoxide dismutase ( SOD1 ) have been linked to familial amyotrophic lateral sclerosis ( FALS ) .	20097285_s0
68	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However the molecular mechanisms of motor neuron death are multi-factorial and remain unclear .	20097285_s1
69	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we examined DNA damage , p53 activity and apoptosis in SH-SY5Y human neuroblastoma cells transfected to achieve low-level expression of either wild-type or mutant Gly(93)-->Ala ( G93A ) SOD1 , typical of FALS .	20097285_s2
70	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	DNA damage was investigated by evaluating the levels of 8-oxo-7,8-dihydro-2'-deoxyguanosine ( 8-oxodGuo ) and DNA strand breaks .	20097285_s3
72	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Western blot , FACS , and confocal microscopy analysis demonstrated that G93A SOD1 is present in the nucleus in association with DNA .	20097285_s5
73	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nuclear G93A SOD1 has identical superoxide dismutase activity but displays increased peroxidase activity when compared to wild-type SOD1 .	20097285_s6
74	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	These results indicate that the G93A mutant SOD1 association with DNA might induce DNA damage and trigger the apoptotic response by activating p53 .	20097285_s7
75	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This toxic activity of mutant SOD1 in the nucleus may play an important role in the complex mechanisms associated with motor neuron death observed in ALS pathogenesis .	20097285_s8
77	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , nine diarylquinoline compounds were screened for cytotoxic activity against human tumor cells , and their mechanisms of action were investigated .	23291974_s1
78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Among the nine compounds , STM-57 [ N-((6-bromo-2-methoxyquinolin-3-yl)(phenyl)methl)-N-(3,4-dichlorophenyl)-3-(4 -methylpiperazin-1-yl)propanamide ] showed potent cytotoxic activity .	23291974_s2
79	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	STM-57 induced caspase-independent cell death in the human nasopharyngeal carcinoma cell line , CNE-2 .	23291974_s3
80	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Further investigation showed that STM-57 induced autophagy , as determined with the increased expression of green fluorescent protein-light chain3 ( GFP-LC3 ) and increased LC3-II levels .	23291974_s4
81	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	STM-57 inhibited the phosphorylation of Akt and the mammalian target of rapamycin ( mTOR ) in CNE-2 cells .	23291974_s5
82	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	The intracellular calcium concentration and reactive oxygen species levels were increased in CNE-2 cells following treatment with STM-57 , whereas the mitochondrial transmembrane potential ( ΔΨm ) and ATP concentrations were decreased .	23291974_s6
84	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	P53-dependent molecular mediators of the Warburg effect reduce glucose consumption and promote mitochondrial function .	22120717_s1
86	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we report that short hairpin RNA-mediated gene suppression of wild-type p53 or ectopic expression of mutant temperature-sensitive dominant-negative p53(V135A) increased glucose consumption and lactate production , decreased oxygen consumption and enhanced hypoxia-induced cell death in p53 wild-type human glioblastoma cells .	22120717_s3
87	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Similarly , genetic knockout of p53 in HCT116 colon carcinoma cells resulted in reduced respiration and hypersensitivity towards hypoxia-induced cell death .	22120717_s4
88	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Further , wild-type p53 gene silencing reduced the expression of synthesis of cytochrome c oxidase 2 ( SCO2 ) , an effector necessary for respiratory chain function .	22120717_s5
89	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	An SCO2 transgene reverted the metabolic phenotype and restored resistance towards hypoxia in p53-depleted and p53 mutant glioma cells in a rotenone-sensitive manner , demonstrating that this effect was dependent on intact oxidative phosphorylation .	22120717_s6
90	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Supplementation with methyl-pyruvate , a mitochondrial substrate , rescued p53 wild-type but not p53 mutant cells from hypoxic cell death , demonstrating a p53-mediated selective aptitude to metabolize mitochondrial substrates .	22120717_s7
91	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Further , SCO2 gene silencing in p53 wild-type glioma cells sensitized these cells towards hypoxia .	22120717_s8
92	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Finally , lentiviral gene suppression of SCO2 significantly enhanced tumor necrosis in a subcutaneous HCT116 xenograft tumor model , compatible with impaired energy metabolism in these cells .	22120717_s9
93	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These findings demonstrate that glioma and colon cancer cells with p53 wild-type status can skew the Warburg effect and thereby reduce their vulnerability towards tumor hypoxia in an SCO2-dependent manner .	22120717_s10
94	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Targeting SCO2 may therefore represent a valuable strategy to enhance sensitivity towards hypoxia and may complement strategies targeting glucose metabolism .	22120717_s11
95	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Von Hippel-Lindau ( VHL ) is a tumor suppressor that negatively regulates the production of angiogenic factors .	23203444_s0
96	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mutations in the VHL gene cause VHL syndrome , which is characterized by highly vascularized tumors .	23203444_s1
97	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Here we report a c.464T>A mutation of the VHL gene in three patients with hemangioblastoma from a Chinese family .	23203444_s2
100	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Previous biochemical studies demonstrated that residue Val-155 was critical for VHL protein binding to chaperonin TRiC/CCT , an essential step for proper VHL protein folding .	23203444_s5
101	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Our finding of naturally occurring VHL V155E mutation in patients with VHL syndrome supports the functional importance of Val-155 residue in VHL protein and illustrates the diversity of VHL gene defects underlying VHL syndrome .	23203444_s6
102	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inhibition of cell proliferation by fenoterol and fenoterol derivatives in 1321N1 astrocytoma cells is consistent with β(2)-adrenergic receptor ( β(2)-AR ) stimulation .	22776956_s0
103	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the events that result in fenoterol-mediated control of cell proliferation in other cell types are not clear .	22776956_s1
104	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we compare the effect of the β(2)-AR agonists ( R,R')-fenoterol ( Fen ) and ( R,R')-4-methoxy-1-naphthylfenoterol ( MNF ) on signaling and cell proliferation in HepG2 hepatocarcinoma cells by using Western blotting and [ (3)H]thymidine incorporation assays .	22776956_s2
105	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Despite the expression of β(2)-AR , no cAMP accumulation was observed when cells were stimulated with isoproterenol or Fen , although the treatment elicited both mitogen-activated protein kinase and phosphatidylinositol 3-kinase/Akt activation .	22776956_s3
106	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	Unexpectedly , isoproterenol and Fen promoted HepG2 cell growth , but MNF reduced proliferation together with increased apoptosis .	22776956_s4
109	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cell treatment with ( R)-(+)-[2,3-dihydro-5-methyl-3-(4-morpholinylmethyl)pyrrolo[1,2,3-de]-1,4-benzoxazin-6-yl]-1-napthalenylmethanone ( WIN 55,212-2 ) , a synthetic agonist of CB(1)R and CB(2)R , led to growth inhibition , whereas inverse agonists of these receptors blocked MNF mitogenic responses without affecting Fen signaling .	22776956_s7
111	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The β(2)-AR-deficient U87MG cells were refractory to Fen , but responsive to the antiproliferative actions of MNF and WIN 55,212-2 .	22776956_s9
112	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The data indicate that the presence of the naphthyl moiety in MNF results in functional coupling to the CBR pathway , providing one of the first examples of a dually acting β(2)-AR-CBR ligand .	22776956_s10
113	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Vascular endothelial growth factor ( VEGF ) is one of the most important mediators of angiogenesis .	22768028_s0
114	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Single-chain ( sc)-VEGF protein containing an N-terminal Cys-tag has been designed for site-specific modification with a variety of imaging and therapeutic moieties .	22768028_s1
115	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Site-specific labeling of scVEGF with thiol-reactive prosthetic group , N-[2-(4-(18)F-fluorobenzamido) ethyl ] maleimide ( [ (18)F]FBEM ) for positron emission tomography ( PET ) imaging of VEFGR may provide a new tracer which has great potential for clinical translation.Methods : [ (18)F]FBEM-scVEGF was synthesized by site-specific conjugation of ( 18)F-FBEM to a thiol group in Cys-tag of scVEGF at room temperature .	22768028_s2
117	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tumor targeting and in vivo properties were evaluated by biodistribution and microPET studies in tumor-bearing mice.Results : The radiolabeling yield and specific activity of [ (18)F]FBEM-scVEGF were 20.6 � 15.1% ( based on starting [ (18)F]FBEM , uncorrected , n = 5 ) and 58.8 � 12.4 GBq/�mol , respectively .	22768028_s4
118	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Noninvasive microPET and direct tissue sampling experiments demonstrated that [ (18)F]FBEM-scVEGF had VEGFR specific tumor uptake in MDA-MB-435 , U87MG and 4T1 xenograft models .	22768028_s5
119	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	The optimal tumor uptake was achieved at 2 h p.i. , which can be partially , but significantly blocked by co-injection of non-labeled scVEGF protein .	22768028_s6
120	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Overall , [ (18)F]FBEM-scVEGF showed VEGFR specific tumor uptake.Conclusion : The scVEGF was site-specifically labeled with ( 18)F via [ (18)F]FBEM prosthetic group and the tracer [ (18)F]FBEM-scVEGF exhibited high receptor binding affinity and tumor targeting efficacy .	22768028_s7
