	labels	sentence	index
1669	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A new line of human ovarian serous adenocarcinoma cells , TU-OS-4 , was established and characterized .	23274876_s0
1670	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cells showed a short , spindle-shaped morphology and grew in monolayers without contact inhibition while forming an arrangement resembling a jigsaw puzzle .	23274876_s1
1671	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Chromosome numbers ranged from 55 to 73 .	23274876_s2
1672	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The proliferation rate was lower than other serous adenocarcinoma cell lines tested ( KF , SHIN-3 , and SK-OV-3 ) , and the doubling time was 53.3 h .	23274876_s3
1673	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Western blot analysis showed that TU-OS-4 cells overexpressed epidermal growth factor receptor , human epidermal growth factor receptor ( HER ) 2 , and phosphorylated HER2 protein .	23274876_s4
1674	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The IC(50) values to cisplatin , paclitaxel , and lapatinib were 25.8 \u03bcM , 686 nM , and 183 nM , respectively .	23274876_s5
1675	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Heterotransplantation in nude mice reflected the original tumor of the cells .	23274876_s6
1676	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These results suggested that this cell line would be useful to study chemoresistant mechanisms and contribute to establishing novel treatment strategies for patients with ovarian cancer .	23274876_s7
1679	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Firstly , RT-PCR and Western blot targeting to pol beta were carried out to measure the expression of pol beta mRNA and protein in above three kinds of cells , then MTT test and single cell gel electrophoresis ( comet assay ) were used to compare cell viability and DNA damage/repair of the three kinds of cells when exposed to BaP .	20364579_s2
1680	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS There was pol beta deletion in pol beta -/- cells and the level of pol beta mRNA and protein in pol beta oe cells was twice higher than that in pol beta +/+ cells .	20364579_s3
1681	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	BaP could induce DNA damage and reduce cell viability , when compared with pol beta +/+ cells , IC50 of pol beta -/- cells was remarkably lower , DNA was prone to damage and more difficult to be repaired , on the other hand , IC50 of pol beta oe cells was obviously higher and the damage effect on DNA was weaker and prone to be repaired .	20364579_s4
1682	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION Pol beta played an important role in the repair of DNA damage induced by BaP , deficiency of pol beta could decrease the DNA repair capability of cells , and overexpression of pol beta could help cells response to DNA damage and protect cells from death in a certain degree .	20364579_s5
1683	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Autophagy is activated in response to cellular stressors and mediates lysosomal degradation and recycling of cytoplasmic material and organelles as a temporary cell survival mechanism .	20530580_s0
1684	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Defective autophagy is implicated in human pathology , as disruption of protein and organelle homeostasis enables disease-promoting mechanisms such as toxic protein aggregation , oxidative stress , genomic damage , and inflammation .	20530580_s1
1685	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We previously showed that autophagy-defective immortalized mouse mammary epithelial cells are susceptible to metabolic stress , DNA damage , and genomic instability .	20530580_s2
1686	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We now report that autophagy deficiency is associated with endoplasmic reticulum ( ER ) and oxidative stress , and with deregulation of p62-mediated keratin homeostasis in mammary cells , allograft tumors , and mammary tissues from genetically engineered mice .	20530580_s3
1687	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In human breast tumors , high phospho(Ser73)-K8 levels are inversely correlated with Beclin 1 expression .	20530580_s4
1688	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Thus , autophagy preserves cellular fitness by limiting ER and oxidative stress , a function potentially important in autophagy-mediated suppression of mammary tumorigenesis .	20530580_s5
1689	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Furthermore , autophagy regulates keratin homeostasis in the mammary gland via a p62-dependent mechanism .	20530580_s6
1690	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	High phospho(Ser73)-K8 expression may be a marker of autophagy functional status in breast tumors and , as such , could have therapeutic implications for breast cancer patients .	20530580_s7
1691	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In lung cancer , platelet-derived growth factor receptor α ( PDGFRα ) is expressed frequently by tumor-associated stromal cells and by cancer cells in a subset of tumors .	22933705_s0
1692	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We sought to determine the effect of targeting stromal PDGFRα in preclinical lung tumor xenograft models ( human tumor , mouse stroma ) .	22933705_s1
1693	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Effects of anti-human ( IMC-3G3 ) and anti-mouse ( 1E10 ) PDGFRα monoclonal antibodies ( mAb ) on proliferation and PDGFRα signaling were evaluated in lung cancer cell lines and mouse fibroblasts .	22933705_s2
1694	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therapy studies were conducted using established PDGFRα-positive H1703 cells and PDGFRα-negative Calu-6 , H1993 , and A549 subcutaneous tumors in immunocompromised mice treated with vehicle , anti-PDGFRα mAbs , chemotherapy , or combination therapy .	22933705_s3
1696	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	IMC-3G3 inhibited PDGFRα activation and the growth of H1703 cells in vitro and tumor growth in vivo , but had no effect on PDGFRα-negative cell lines or mouse fibroblasts. 1E10 inhibited growth and PDGFRα activation of mouse fibroblasts , but had no effect on human cancer cell lines in vitro .	22933705_s5
1697	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In vivo , 1E10-targeted inhibition of murine PDGFRα reduced tumor growth as single-agent therapy in Calu-6 cells and enhanced the effect of chemotherapy in xenografts derived from A549 cells .	22933705_s6
1698	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We also identified that low expression cancer cell expression of VEGF-A and elevated expression of PDGF-AA were associated with response to stromal PDGFRα targeting .	22933705_s7
1699	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We conclude that stromal PDGFRα inhibition represents a means for enhancing control of lung cancer growth in some cases , independent of tumor cell PDGFRα expression .	22933705_s8
1700	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Apigenin , a natural plant flavone , may have chemopreventive and therapeutic potentials for anti-inflammatory , antioxidant , and anti-cancer .	22554915_s0
1701	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nevertheless , the anti-tumor effect of apigenin on human head and neck squamous cell carcinoma ( HNSCC ) is not fully understood .	22554915_s1
1703	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cell viability , morphologic change , clonogenic survival , cell cycle distribution , reactive oxygen species ( ROS ) production , glutathione formation , and death receptors- and Bcl-2-mediated caspase pathways of HNSCC SCC25 cells and A431 cells with apigenin are investigated .	22554915_s3
1705	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Apigenin has an antioxidant capacity as well as the ability to inhibit lipid peroxidation .	22554915_s5
1709	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS Apigenin induces SCC25 cell apoptosis via the up-regulation of both TNF-R and TRAIL-R signaling pathways , and has a synergistic effect on the inhibition of cell proliferation in combination with 5-Fu or cisplatin .	22554915_s9
1710	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	GENERAL SIGNIFICANCE These analytical findings suggest that apigenin may be a good therapeutic agent against HNSCC cells .	22554915_s10
1712	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , their ability to direct residual expression , which might have pathophysiological implications in several diseases , has been poorly investigated .	22426302_s1
1715	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Intriguingly , the mutation induced the activation of a cryptic donor splice site in exon 6 and production of an in-frame 30bp deleted transcript ( 8 ± 2% ) .	22426302_s4
1716	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Expression of this cDNA variant , lacking 10 residues in the activation domain , resulted in secretion of trace amounts ( 0.2 ± 0.04% ) of protein with appreciable specific activity ( 48 ± 16% of wt-FVII ) .	22426302_s5
1717	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Altogether these data indicate that the IVS6+1G>T mutation is compatible with the synthesis of functional FVII molecules ( of normal , 1pM ) , which could trigger coagulation .	22426302_s6
1718	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The low but detectable thrombin generation ( 352 ± 55nM ) measured in plasma from an IVS6+1G>T homozygote was consistent with a minimal initiation of the enzymatic cascade .	22426302_s7
1720	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Breast cancer includes high number of molecular entities targetable by specific agents .	22840369_s0
1721	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , array CGH and PIK3CA/AKT1 mutations were used to drive patients into targeted therapy .	22840369_s1
1722	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A prospective molecular analysis was offered to metastatic breast cancer patients for whom samples were collected prospectively or retrospectively either from frozen or paraffin-embedded tissue .	22840369_s2
1723	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Analyses were performed using array CGH ( Agilent platform ) and PIK3CA ( exon 10 and 21 ) and AKT1 mutations were explored by standard Sanger sequencing .	22840369_s3
1724	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	One hundred and eight patients were included .	22840369_s4
1725	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Good quality CGH was obtained in 79% cases and was better for frozen samples .	22840369_s5
1726	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Genomic alterations were identified in 50% of patients including 11 PIK3CA and 8 AKT1 mutations .	22840369_s6
1727	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Eighteen treatments ( 17 patients ) were administered according to their molecular profile with evidence of activity in nine .	22840369_s7
1728	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Reasons for not providing a genomic-driven treatment included absence of progressive disease ( 38% ) , investigator's choice ( 9% ) , rapid PD ( 19% ) , and no drug access ( 21% ) .	22840369_s8
1731	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ruthenium(II) methylimidazole complexes , with the general formula [ Ru(MeIm)(4)(N⌢N)](2+) ( N⌢N=tip ( RMC1 ) , iip ( RMC2 ) , dppz ( RMC3 ) , dpq ( RMC4 ) ; MeIm=1-methylimidazole , tip=2-(thiophene-2-yl)-1H-imidazo [ 4,5-f ] [ 1,10]phenanthroline , iip=2-(1H-imidazol-4-yl)-1H-imidazo [ 4,5-f ] [ 1,10]phenanthroline , dppz=dipyrido[3,2-a:2',3'-c]phenazine , dpq=pyrazino [ 2,3-f ] [ 1,10]phenanthroline ) , were synthesized and characterized .	21816206_s0
1733	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	RMC1 inhibited the growth of A549 ( human lung adenocarcinoma ) lung cells through induction of apoptotic cell death , as evidenced by the accumulation of cell population in sub-G1 phase .	21816206_s2
1734	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	RMC1 also induced the depletion of mitochondrial membrane potential in A549 cells by regulating the expression of pro-survival and pro-apoptotic Bcl-2 family members .	21816206_s3
1735	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Another experiment showed that Bid protein was also activated by RMC1 , which implied that RMC1 could existed two pathways crosstalk , namely , have exogenous death receptor signaling pathway .	21816206_s4
1736	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	These results demonstrated that RMC1 induced cancer cell death by acting on both mitochondrial and death receptor apoptotic pathways , suggesting that RMC1 could be a candidate for further evaluation as a chemotherapeutic agent against human cancers .	21816206_s5
1738	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , abnormal regulation of UPS disrupts the protein homeostasis and causes many human diseases , particularly cancer .	23151137_s1
1739	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Indeed , the FDA approval of bortezomib , the first class of general proteasome inhibitor , for the treatment of multiple myeloma , demonstrated that the UPS can be an attractive anti-cancer target .	23151137_s2
1740	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , normal cell toxicity associated with bortezomib , resulting from global inhibition of protein degradation , promotes the focus of drug discovery efforts on targeting enzymes upstream of the proteasome for better specificity .	23151137_s3
1741	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	E3 ubiquitin ligases , particularly those known to be activated in human cancer , become an attractive choice .	23151137_s4
1742	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cullin-RING Ligases ( CRLs ) with multiple components are the largest family of E3 ubiquitin ligases and are responsible for ubiquitination of of cellular proteins degraded through UPS .	23151137_s5
1743	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Activity of CRLs is dynamically regulated and requires the RING component and cullin neddylation .	23151137_s6
1746	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Finally , we will discuss current efforts and future perspectives on the development of additional inhibitors of CRLs by targeting E2 and/or E3 of cullin neddylation and CRL-mediated ubiquitination as potential anti-cancer agents .	23151137_s9
1747	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Detection of disease-causing mutations using Deep Sequencing technologies possesses great challenges .	22748151_s0
1748	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In particular , organizing the great amount of sequences generated so that mutations , which might possibly be biologically relevant , are easily identified is a difficult task .	22748151_s1
1749	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Yet , for this assignment only limited automatic accessible tools exist .	22748151_s2
1750	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	FINDINGS We developed GenomeGems to gap this need by enabling the user to view and compare Single Nucleotide Polymorphisms ( SNPs ) from multiple datasets and to load the data onto the UCSC Genome Browser for an expanded and familiar visualization .	22748151_s3
1751	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As such , via automatic , clear and accessible presentation of processed Deep Sequencing data , our tool aims to facilitate ranking of genomic SNP calling .	22748151_s4
1752	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	GenomeGems runs on a local Personal Computer ( PC ) and is freely available at http://www.tau.ac.il/ CONCLUSIONS GenomeGems enables researchers to identify potential disease-causing SNPs in an efficient manner .	22748151_s5
1753	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This enables rapid turnover of information and leads to further experimental SNP validation .	22748151_s6
1754	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The tool allows the user to compare and visualize SNPs from multiple experiments and to easily load SNP data onto the UCSC Genome browser for further detailed information .	22748151_s7
1755	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Bone is the second most common metastatic site in patients with renal cell carcinoma presenting with metastases ( mRCC ) at diagnosis .	21187506_s0
1756	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Complications of metastatic bone disease , including bone pain , fractures , spinal cord compression , and hypercalcaemia , are the primary cause of decline in the quality of life of patients with mRCC .	21187506_s1
1757	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Currently , treatment for mRCC bone metastases is generally palliative .	21187506_s2
1758	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Bisphosphonates are also used ; however , the efficacy of bisphosphonates in conjunction with targeted agents is currently unknown .	21187506_s3
1760	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We report here the case of two patients with mRCC with surgically unresectable sacral bone metastases treated with sunitinib , who are still alive with long-term stabilization of metastases of 48 and 31 months .	21187506_s5
1762	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVE To investigate the expression profiles of serum Golgi protein-73 ( GP73 ) in liver cirrhosis and primary hepatic carcinoma ( PHC ) and determine its clinical value for differential diagnosis .	23522254_s0
1763	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS Serum protein expressions of GP73 and alpha-fetoprotein ( AFP ) were detected by enzyme-linked immunosorbent assay and chemiluminescence assay , respectively , in patients with PHC ( n=80 ) , liver cirrhosis ( n=65 ) , and healthy controls ( n=50 ) .	23522254_s1
1764	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inter-group changes were assessed by Kruskal-Wallis test , and significance of these differences was assessed by Mann- Whitney test .	23522254_s2
1765	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A receiver operating characteristic ( ROC ) curve was plotted to evaluate the diagnostic efficiency and determine the cut-off values for GP73 and AFP .	23522254_s3
1766	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sensitivity and specificity were compared by the Chi-squared test .	23522254_s4
1767	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Correlation between serum GP73 expression and clinical parameters was determined by Spearman's rank correlation analysis .	23522254_s5
1768	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The PHC group showed significantly higher serum GP73 ( 282.0 mug/L ) than the liver cirrhosis group ( 211.8 mug/L ) and control group ( 58.3 mug/L ) ( H = 93.30 , P less than 0.01 ) .	23522254_s6
1770	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sensitivity of GP73 was lower than AFP ( 45% ( 36/80 ) vs. 65% ( 52/80 ) ; X2 = 8.02 , P less than 0.05 ) .	23522254_s8
1771	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Specificity of GP73 was lower than AFP but no significance was found ( 83.1% ( 54/65 ) vs. 87.7% ( 57/65 ) ; X2=0.27 , P more than 0.05 ) .	23522254_s9
